,Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL,year,month,day
8911,Opel Vectra 2002,290000.0,Silver,200000.0,Opel,Vectra,Zefta,2023-12-25,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/opel/vectra/6191846,2023,12,25
8912,Suzuki Swift Dzire 2022,700000.0,Black,10000.0,Suzuki,Swift Dzire,Alexandria,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6192366,2023,12,25
8913,Chery Tiggo 3 2022,800000.0,Blue,30000.0,Chery,Tiggo 3,Ismailia,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6192365,2023,12,25
8914,Peugeot 508 2014,660000.0,White,190000.0,Peugeot,508,Cairo,2023-12-25,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/peugeot/508/6192299,2023,12,25
8915,Opel Crossland 2022,1100000.0,White,37000.0,Opel,Crossland,Quesna,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Crossland/6192336,2023,12,25
8916,Nissan Qashqai 2016,855000.0,Red,98000.0,Nissan,Qashqai,Mohandessin,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6192333,2023,12,25
8917,Toyota Corolla 2015,900000.0,Black,260000.0,Toyota,Corolla,Nasr city,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6192314,2023,12,25
8919,Chery Arrizo 5 2022,530000.0,White,69000.0,Chery,Arrizo 5,Mohandessin,2023-12-25,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6191894,2023,12,25
8920,Mercedes C 180 2010,1150000.0,Dark blue,149000.0,Mercedes,C 180,El Manial,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6192246,2023,12,25
8921,Hyundai Elantra HD 2018,630000.0,Petroleum,97000.0,Hyundai,Elantra HD,Abu Kabir,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6192237,2023,12,25
8922,Suzuki Swift Dzire 2022,720000.0,Black,8000.0,Suzuki,Swift Dzire,Giza,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6192227,2023,12,25
8923,Great Wall Hover 2008,400000.0,Black,180000.0,Great Wall,Hover,Tagamo3 - New Cairo,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/great-wall/hover/6192207,2023,12,25
8924,Hyundai Elantra HD 2022,930000.0,Blue,21000.0,Hyundai,Elantra HD,Cairo,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6192200,2023,12,25
8925,Jeep Renegade 2016,875000.0,Black,210000.0,Jeep,Renegade,Tagamo3 - New Cairo,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/Renegade/6192191,2023,12,25
8926,Chevrolet T-Series 2020,850000.0,White,200000.0,Chevrolet,T-Series,Shibin El Qanater,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6192155,2023,12,25
8927,Kia Shuma 1997,250000.0,Black,200000.0,Kia,Shuma,El Salam City,2023-12-25,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/shuma/6192096,2023,12,25
8928,Nissan Sentra 2020,950000.0,Silver,58000.0,Nissan,Sentra,Dokki,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/6192066,2023,12,25
8929,Peugeot 301 2021,720000.0,Black,56000.0,Peugeot,301,Alexandria,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/301/6192057,2023,12,25
8930,Chevrolet N200 2011,150000.0,Red,150000.0,Chevrolet,N200,Cairo,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/n200/6128892,2023,12,25
8931,Speranza Tiggo 2012,340000.0,Black,145000.0,Speranza,Tiggo,Giza,2023-12-25,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/speranza/tiggo/6191766,2023,12,25
8932,Renault Megane 2020,1000000.0,Black,60000.0,Renault,Megane,Sohag,2023-12-16,Yes,No,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6175392,2023,12,16
8933,Smart Fortwo 2001,370000.0,Green,60000.0,Smart,Fortwo,Heliopolis,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/smart/fortwo/6191994,2023,12,25
8934,Toyota Fortuner 2016,2250000.0,Dark grey,130000.0,Toyota,Fortuner,Mit Ghamr,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/fortuner/6191960,2023,12,25
8935,Mitsubishi Lancer EX Shark 2016,720000.0,Gray,250000.0,Mitsubishi,Lancer EX Shark,Asyut,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6191118,2023,12,25
8936,Kia Cerato 2015,750000.0,Dark red,190000.0,Kia,Cerato,Port Said,2023-12-25,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6191954,2023,12,25
8937,Citroën C5 Aircross 2021,1900000.0,Silver,50000.0,Citroën,C5 Aircross,Nasr city,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/6191952,2023,12,25
8938,Chevrolet Optra 2023,700000.0,Petroleum,15000.0,Chevrolet,Optra,Heliopolis,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6191864,2023,12,25
8939,Hyundai Elantra HD 2023,1170000.0,Bronze,20.0,Hyundai,Elantra HD,Nasr city,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6191943,2023,12,25
8940,Hyundai Elantra HD 2024,1350000.0,Blue,20.0,Hyundai,Elantra HD,Nasr city,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6191940,2023,12,25
8941,Chery Arrizo 5 2021,550000.0,Dark red,130000.0,Chery,Arrizo 5,El Salam City,2023-12-25,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6191892,2023,12,25
8942,BMW X1 2013,980000.0,Silver,217000.0,BMW,X1,Suez,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x1/6191855,2023,12,25
8943,Daewoo Cielo 1996,123500.0,Red,25000.0,Daewoo,Cielo,Mokattam,2023-12-25,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/daewoo/cielo/6134258,2023,12,25
8944,BMW 525 2007,780000.0,Black,150000.0,BMW,525,6 October,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/bmw/525/6191826,2023,12,25
8945,Hyundai Verna 2007,280000.0,Dark red,158000.0,Hyundai,Verna,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6191804,2023,12,25
8946,BMW X3 2014,1300000.0,Black,114000.0,BMW,X3,Al Shorouk,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/bmw/x3/6191802,2023,12,25
8947,Dongfeng Aeolus A30 2022,950000.0,Dark red,19000.0,Dongfeng,Aeolus A30,Ashmoun,2023-12-25,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/dfm/Aeolus-A30/6190803,2023,12,25
8948,Hyundai Accent RB 2023,900000.0,Red,5000.0,Hyundai,Accent RB,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6191789,2023,12,25
8949,Nissan Sunny 2001,265000.0,Dark green,150000.0,Nissan,Sunny,Suez,2023-12-25,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6191777,2023,12,25
8950,Jetour X70 2021,1400000.0,Bronze,90000.0,Jetour,X70,El Minya,2023-12-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jetour/X70/6147968,2023,12,5
8952,Audi Q3 2015,1400000.0,Dark blue,111000.0,Audi,Q3,Sheikh Zayed City,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/audi/q3/5849726,2023,12,25
8953,Daewoo Leganza 2001,176000.0,Dark red,160000.0,Daewoo,Leganza,El Haram,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/leganza/6191702,2023,12,25
8954,Hyundai Verna 2012,350000.0,Gray,203000.0,Hyundai,Verna,El Minya,2023-12-25,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6191675,2023,12,25
8955,Speranza A620 2007,200000.0,Black,65000.0,Speranza,A620,Alexandria,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/speranza/a620/6190346,2023,12,25
8956,Proton Preve 2019,580000.0,Black,114000.0,Proton,Preve,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/proton/Preve/6191676,2023,12,25
8957,Opel Insignia 2018,1350000.0,Petroleum,88000.0,Opel,Insignia,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6191654,2023,12,25
8958,Citroën C5 Aircross 2023,2000000.0,White,300.0,Citroën,C5 Aircross,Alexandria,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/6186140,2023,12,25
8959,Nissan Sunny 2018,470000.0,Bronze,100000.0,Nissan,Sunny,6 October,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6185985,2023,12,25
8960,Chery Tiggo 7 2023,975000.0,Silver,7000.0,Chery,Tiggo 7,Alexandria,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6191666,2023,12,25
8961,Hyundai Elantra HD 2020,830000.0,Dark grey,150000.0,Hyundai,Elantra HD,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6191652,2023,12,25
8962,Hyundai Avante 2007,385000.0,Black,87000.0,Hyundai,Avante,Sohag,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/avante/6191618,2023,12,25
8963,Toyota Corolla 2004,425000.0,Silver,100000.0,Toyota,Corolla,El Mahalla,2023-12-25,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6191612,2023,12,25
8964,Mercedes CL Class 2021,900000.0,Black,42000.0,Mercedes,CL Class,Alexandria,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/cl-class/6191609,2023,12,25
8965,Suzuki Swift Dzire 2022,650000.0,Bronze,62000.0,Suzuki,Swift Dzire,Maadi,2023-12-23,Yes,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6188466,2023,12,23
8966,DFSK EAGLE 580 2019,800000.0,Red,130000.0,DFSK,EAGLE 580,Mit Ghamr,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/dfsk/eagle-580/6191595,2023,12,25
8967,Mazda Pickup 1980,130000.0,White,200000.0,Mazda,Pickup,6 October,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/mazda/mazda-pickup/6191586,2023,12,25
8968,Nissan Sunny 2012,475000.0,Silver,160000.0,Nissan,Sunny,Obour City,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6191574,2023,12,25
8969,BMW 318 2003,475000.0,Silver,280000.0,BMW,318,Agamy,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/318/6191567,2023,12,25
8970,Fiat Tipo 2020,660000.0,White,70000.0,Fiat,Tipo,Alexandria,2023-12-25,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6183645,2023,12,25
8972,Peugeot 508 2015,800000.0,Silver,170000.0,Peugeot,508,Amreya,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/508/6141905,2023,11,28
8973,DFSK EAGLE 580 2018,655000.0,Black,137000.0,DFSK,EAGLE 580,Pyramids Gardens,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/dfsk/eagle-580/6191492,2023,12,25
8974,Kia Rio 2015,750000.0,Black,191000.0,Kia,Rio,Cairo,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6191514,2023,12,25
8975,Chery Tiggo 2009,400000.0,Black,27000.0,Chery,Tiggo,10th of Ramadan,2023-12-25,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/chery/chery-tiggo/6191505,2023,12,25
8976,Nissan Sentra 2019,787000.0,Bronze,115000.0,Nissan,Sentra,Ashmoun,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sentra/6191501,2023,12,25
8977,Skoda Kodiaq 2021,1950000.0,Silver,73000.0,Skoda,Kodiaq,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6191498,2023,12,25
8978,Kia Rio 2016,290000.0,White,110000.0,Kia,Rio,El Bagour,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6191456,2023,12,25
8979,Volkswagen Tiguan 2020,1630000.0,Dark blue,45000.0,Volkswagen,Tiguan,Monufia,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/6191421,2023,12,25
8980,Changan Eado plus 2021,570000.0,Red,30000.0,Changan,Eado plus,Maadi,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/changan/eado-plus/6191427,2023,12,25
8981,Lada Granta 2016,240000.0,Gray,129000.0,Lada,Granta,El Mahalla,2023-12-25,No,No,Yes,Yes,https://eg.hatla2ee.com/en/car/lada/granta/6191403,2023,12,25
8982,Speranza A516 2008,210000.0,Cyan,200000.0,Speranza,A516,Giza,2023-12-25,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a516/6191190,2023,12,25
8983,Great Wall Peri 2008,180000.0,Silver,176000.0,Great Wall,Peri,Cairo,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/great-wall/peri/6191373,2023,12,25
8984,Daewoo Lanos 2 2004,260000.0,Silver,140000.0,Daewoo,Lanos 2,Monufia,2023-12-25,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6190790,2023,12,25
8985,Toyota Corolla 2008,550000.0,Silver,155000.0,Toyota,Corolla,Beheira,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6191331,2023,12,25
8986,Fiat Tipo 2021,885000.0,Dark blue,90000.0,Fiat,Tipo,Nasr city,2023-12-21,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6184025,2023,12,21
8987,Toyota Corolla 1980,55000.0,White,134000.0,Toyota,Corolla,Giza,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6191319,2023,12,25
8988,Toyota Corolla 2019,1100000.0,Red,98000.0,Toyota,Corolla,Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6191322,2023,12,25
8989,Brilliance Galena 2007,245000.0,Black,150000.0,Brilliance,Galena,Beni Suef,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/brilliance/galena/6191316,2023,12,25
8990,Nissan Qashqai 2016,825000.0,Black,147000.0,Nissan,Qashqai,Giza,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6191312,2023,12,25
8991,Chery Tiggo 7 2021,865000.0,Black,38000.0,Chery,Tiggo 7,Alexandria,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6191309,2023,12,25
8992,Kia Sportage 2022,2050000.0,Silver,22000.0,Kia,Sportage,Giza,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6191300,2023,12,25
8993,Citroën Ds5 2017,875000.0,Black,130000.0,Citroën,Ds5,Nasr city,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/citroen/citroen-ds5/6176702,2023,12,25
8994,Toyota Yaris 2015,680000.0,Silver,135000.0,Toyota,Yaris,Cairo,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6185769,2023,12,25
8995,Hyundai Elantra MD 2012,626000.0,Mocha,230000.0,Hyundai,Elantra MD,Dakahlia,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6185727,2023,12,25
8996,Ford Focus 2018,900000.0,Red,140000.0,Ford,Focus,6 October,2023-12-21,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/focus/6183927,2023,12,21
8997,Daewoo Lanos 2 2000,260000.0,Red,171000.0,Daewoo,Lanos 2,Alexandria,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6191213,2023,12,25
8998,Audi A4 2017,1550000.0,Silver,210000.0,Audi,A4,Madinaty,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/audi/a4/6191172,2023,12,25
8999,Chevrolet Avalanche 2008,1600000.0,Beige,300000.0,Chevrolet,Avalanche,Port Said,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/avalanche/6191135,2023,12,25
9000,Renault Megane 2021,1300000.0,Black,130000.0,Renault,Megane,Giza,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6191129,2023,12,25
9001,Fiat Tipo 2020,700000.0,Silver,200000.0,Fiat,Tipo,Minya Al Qamh,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6191111,2023,12,25
9004,Hyundai Tucson 2019,1450000.0,Black,117000.0,Hyundai,Tucson,Giza,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6191093,2023,12,25
9005,Mitsubishi Lancer Puma 2007,420000.0,Silver,147000.0,Mitsubishi,Lancer Puma,Nasr city,2023-12-25,No,Yes,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6191082,2023,12,25
9006,Mitsubishi Lancer EX Shark 2015,620000.0,Silver,92000.0,Mitsubishi,Lancer EX Shark,Dakahlia,2023-12-25,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6191067,2023,12,25
9007,Kia Rio 2011,410000.0,White,200000.0,Kia,Rio,Tagamo3 - New Cairo,2023-12-25,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/rio/6191055,2023,12,25
9008,Kia Sportage 2022,1670000.0,Red,13000.0,Kia,Sportage,Giza,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6191049,2023,12,25
9009,Skoda Rapid Spaceback 2015,680000.0,White,155000.0,Skoda,Rapid Spaceback,Sohag,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/rapid-spaceback/6191042,2023,12,25
9010,Nissan Sentra 2016,650000.0,Bronze,160000.0,Nissan,Sentra,Alexandria,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sentra/6191039,2023,12,25
9012,Mitsubishi Lancer EX Shark 2016,850000.0,Gray,73000.0,Mitsubishi,Lancer EX Shark,Nasr city,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6191010,2023,12,25
9013,BMW 545 2006,930000.0,Black,98451.0,BMW,545,Tagamo3 - New Cairo,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/bmw/545/6191006,2023,12,25
9014,Mazda 3 2010,500000.0,Cyan,233000.0,Mazda,3,Cairo,2023-12-25,No,No,No,No,https://eg.hatla2ee.com/en/car/mazda/mazda-3/6190992,2023,12,25
9015,Hyundai Elantra MD 2016,640000.0,Red,53000.0,Hyundai,Elantra MD,Cairo,2023-12-25,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6190953,2023,12,25
9016,BMW 320 2019,2650000.0,Blue,109000.0,BMW,320,Tagamo3 - New Cairo,2023-12-25,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/320/6185456,2023,12,25
9017,Skoda Kodiaq 2022,3100000.0,Gray,26000.0,Skoda,Kodiaq,Damietta,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6190964,2023,12,24
9018,Chery Arrizo 5 2023,220000.0,Gray,34000.0,Chery,Arrizo 5,Sheraton,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6189756,2023,12,24
9020,Daewoo Nubira 1 2001,250000.0,Black,287000.0,Daewoo,Nubira 1,Beheira,2023-12-24,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-1/6190869,2023,12,24
9021,Mitsubishi Lancer EX Shark 2015,655000.0,Gray,92000.0,Mitsubishi,Lancer EX Shark,Mansoura,2023-12-24,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6190835,2023,12,24
9022,Hyundai Tucson 2020,2750000.0,Gray,5000.0,Hyundai,Tucson,Cairo,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/tucson/6190482,2023,12,24
9023,Chevrolet Optra 2018,475000.0,Blue,109000.0,Chevrolet,Optra,6 October,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6190793,2023,12,24
9024,Renault Megane 2018,800000.0,Red,138000.0,Renault,Megane,Aswan,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6190784,2023,12,24
9025,Zotye T600 2018,700000.0,Black,69000.0,Zotye,T600,Ismailia,2023-12-24,Yes,No,Yes,Yes,https://eg.hatla2ee.com/en/car/zotye/T600/6190758,2023,12,24
9026,Volkswagen Suran 2009,350000.0,Silver,244025.0,Volkswagen,Suran,6 October,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/suran/6190710,2023,12,24
9027,Nissan Sunny 2010,350000.0,Black,310000.0,Nissan,Sunny,El Qanater El Khayreya,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6190697,2023,12,24
9028,MG HS 2022,1270000.0,White,65000.0,MG,HS,Mokattam,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6190607,2023,12,24
9029,Jac JS3 2016,480000.0,Mocha,233000.0,Jac,JS3,Mansoura,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jac/JS3/6185165,2023,12,24
9030,Nissan Sunny 2021,570000.0,Silver,51000.0,Nissan,Sunny,Giza,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6190658,2023,12,24
9031,Hyundai Accent 1999,125000.0,Dark green,200000.0,Hyundai,Accent,Marsa Matrouh,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/accent/6190661,2023,12,24
9032,Mazda Cx 3 2021,1150000.0,Red,50000.0,Mazda,Cx 3,6 October,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mazda/Cx-3/6190625,2023,12,24
9033,Renault Logan 2020,600000.0,Dark red,70000.0,Renault,Logan,Heliopolis,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6185180,2023,12,24
9034,Chevrolet Aveo 2017,450000.0,Dark red,143500.0,Chevrolet,Aveo,Giza,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6190490,2023,12,24
9035,Kia Sorento 2013,850000.0,Mocha,180000.0,Kia,Sorento,El Mahalla,2023-12-24,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/sorento/6190479,2023,12,24
9036,Kia Carens 2012,750000.0,Silver,119000.0,Kia,Carens,Sadat City,2023-12-24,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/carens/6190425,2023,12,24
9037,BMW 318 2017,1280000.0,Blue,175000.0,BMW,318,Nasr city,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/318/6190472,2023,12,24
9038,Hyundai Matrix 2003,430000.0,Silver,124000.0,Hyundai,Matrix,Kafr El Zayat,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/matrix/6190392,2023,12,24
9039,Hyundai Elantra 2009,650000.0,Dark grey,80000.0,Hyundai,Elantra,Kafr El Zayat,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6190362,2023,12,24
9040,Chery Tiggo 3 2023,950000.0,Gray,70000.0,Chery,Tiggo 3,Obour City,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6190368,2023,12,24
9042,Kia Carens 2014,890000.0,Black,190000.0,Kia,Carens,Shobra,2023-12-24,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/carens/6190304,2023,12,24
9045,Hyundai Accent RB 2017,299000.0,White,110000.0,Hyundai,Accent RB,El Bagour,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6190226,2023,12,24
9046,Toyota Yaris 2012,450000.0,Silver,300000.0,Toyota,Yaris,El Gamaleya,2023-12-24,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6190187,2023,12,24
9047,Nissan Sunny 2019,470000.0,Bronze,97000.0,Nissan,Sunny,Damietta,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6190092,2023,12,24
9048,Renault Duster 2012,450000.0,Brown,190000.0,Renault,Duster,Dokki,2023-12-24,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/duster/6190121,2023,12,24
9049,Mitsubishi Pajero 2020,2850000.0,Silver,20000.0,Mitsubishi,Pajero,El Haram,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6190130,2023,12,24
9050,Mitsubishi Lancer 2002,300000.0,Silver,185000.0,Mitsubishi,Lancer,Kafr el-Sheikh,2023-12-24,No,Yes,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6190032,2023,12,24
9051,Toyota Corolla 2016,990000.0,Silver,77000.0,Toyota,Corolla,Ismailia,2023-12-24,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6190106,2023,12,24
9052,Nissan Sunny 2023,680000.0,Black,13000.0,Nissan,Sunny,Imbaba,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6189260,2023,12,24
9054,MG 6 2021,880000.0,Silver,95000.0,MG,6,El Haram,2023-12-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6190058,2023,12,24
